SEED FROM ARGS.
Train | Epoch: 1 | Time: 2.123694658279419 | Step: 0 / 285 | {'loss_reg': '0.1030', 'loss_triplet': '0.0079', 'loss': '0.1109'}
Train | Epoch: 1 | Time: 9.44768738746643 | Step: 150 / 285 | {'loss_reg': '0.0339', 'loss_triplet': '0.0003', 'loss': '0.0341'}
Train | Epoch: 1 | Time: 9.07581090927124 | Step: 160 / 285 | {'loss_reg': '0.0314', 'loss_triplet': '0.0003', 'loss': '0.0317'}
Train | Epoch: 1 | Time: 9.466690301895142 | Step: 170 / 285 | {'loss_reg': '0.0321', 'loss_triplet': '0.0002', 'loss': '0.0323'}
Train | Epoch: 1 | Time: 9.253366708755493 | Step: 180 / 285 | {'loss_reg': '0.0331', 'loss_triplet': '0.0002', 'loss': '0.0334'}
Train | Epoch: 1 | Time: 9.570050716400146 | Step: 190 / 285 | {'loss_reg': '0.0316', 'loss_triplet': '0.0002', 'loss': '0.0318'}
Train | Epoch: 1 | Time: 9.078824043273926 | Step: 200 / 285 | {'loss_reg': '0.0323', 'loss_triplet': '0.0003', 'loss': '0.0326'}
Train | Epoch: 1 | Time: 9.309287786483765 | Step: 210 / 285 | {'loss_reg': '0.0289', 'loss_triplet': '0.0003', 'loss': '0.0291'}
Train | Epoch: 1 | Time: 9.230186939239502 | Step: 220 / 285 | {'loss_reg': '0.0283', 'loss_triplet': '0.0002', 'loss': '0.0285'}
Train | Epoch: 1 | Time: 9.31680417060852 | Step: 230 / 285 | {'loss_reg': '0.0290', 'loss_triplet': '0.0002', 'loss': '0.0292'}
Train | Epoch: 1 | Time: 9.204117059707642 | Step: 240 / 285 | {'loss_reg': '0.0308', 'loss_triplet': '0.0002', 'loss': '0.0310'}
Train | Epoch: 1 | Time: 9.488263845443726 | Step: 250 / 285 | {'loss_reg': '0.0286', 'loss_triplet': '0.0002', 'loss': '0.0288'}
Train | Epoch: 1 | Time: 9.201254844665527 | Step: 260 / 285 | {'loss_reg': '0.0303', 'loss_triplet': '0.0003', 'loss': '0.0306'}
Train | Epoch: 1 | Time: 9.226885557174683 | Step: 270 / 285 | {'loss_reg': '0.0307', 'loss_triplet': '0.0002', 'loss': '0.0310'}
Train | Epoch: 1 | Time: 9.505369186401367 | Step: 280 / 285 | {'loss_reg': '0.0308', 'loss_triplet': '0.0002', 'loss': '0.0310'}
Val | Epoch: 1 | {'rmse': '14.763', 'pearson': '0.818', 'r2': '0.658', 'spearmanr': '0.821'}
Train | Epoch: 2 | Time: 0.8193976879119873 | Step: 0 / 285 | {'loss_reg': '0.0283', 'loss_triplet': '0.0002', 'loss': '0.0285'}
Train | Epoch: 2 | Time: 8.974905014038086 | Step: 10 / 285 | {'loss_reg': '0.0283', 'loss_triplet': '0.0002', 'loss': '0.0284'}
Train | Epoch: 2 | Time: 9.455940246582031 | Step: 20 / 285 | {'loss_reg': '0.0292', 'loss_triplet': '0.0002', 'loss': '0.0294'}
Train | Epoch: 2 | Time: 8.979350566864014 | Step: 30 / 285 | {'loss_reg': '0.0281', 'loss_triplet': '0.0002', 'loss': '0.0283'}
Train | Epoch: 2 | Time: 9.323834657669067 | Step: 40 / 285 | {'loss_reg': '0.0287', 'loss_triplet': '0.0002', 'loss': '0.0288'}
Train | Epoch: 2 | Time: 9.04028606414795 | Step: 50 / 285 | {'loss_reg': '0.0273', 'loss_triplet': '0.0001', 'loss': '0.0275'}
Train | Epoch: 2 | Time: 9.458513021469116 | Step: 60 / 285 | {'loss_reg': '0.0292', 'loss_triplet': '0.0002', 'loss': '0.0294'}
Train | Epoch: 2 | Time: 9.114590883255005 | Step: 70 / 285 | {'loss_reg': '0.0296', 'loss_triplet': '0.0002', 'loss': '0.0298'}
Train | Epoch: 2 | Time: 9.914156913757324 | Step: 80 / 285 | {'loss_reg': '0.0267', 'loss_triplet': '0.0002', 'loss': '0.0269'}
Train | Epoch: 2 | Time: 9.199992895126343 | Step: 90 / 285 | {'loss_reg': '0.0276', 'loss_triplet': '0.0002', 'loss': '0.0277'}
Train | Epoch: 2 | Time: 9.20591926574707 | Step: 100 / 285 | {'loss_reg': '0.0267', 'loss_triplet': '0.0002', 'loss': '0.0268'}
Train | Epoch: 2 | Time: 9.212885618209839 | Step: 110 / 285 | {'loss_reg': '0.0279', 'loss_triplet': '0.0001', 'loss': '0.0281'}
Train | Epoch: 2 | Time: 9.383672714233398 | Step: 120 / 285 | {'loss_reg': '0.0289', 'loss_triplet': '0.0001', 'loss': '0.0291'}
Train | Epoch: 2 | Time: 9.332231521606445 | Step: 130 / 285 | {'loss_reg': '0.0274', 'loss_triplet': '0.0002', 'loss': '0.0276'}
Train | Epoch: 2 | Time: 9.30843210220337 | Step: 140 / 285 | {'loss_reg': '0.0282', 'loss_triplet': '0.0001', 'loss': '0.0283'}
Train | Epoch: 2 | Time: 9.197314262390137 | Step: 150 / 285 | {'loss_reg': '0.0294', 'loss_triplet': '0.0001', 'loss': '0.0295'}
Train | Epoch: 2 | Time: 9.59752345085144 | Step: 160 / 285 | {'loss_reg': '0.0244', 'loss_triplet': '0.0001', 'loss': '0.0246'}
Train | Epoch: 2 | Time: 9.153966426849365 | Step: 170 / 285 | {'loss_reg': '0.0292', 'loss_triplet': '0.0001', 'loss': '0.0294'}
Train | Epoch: 2 | Time: 9.524867534637451 | Step: 180 / 285 | {'loss_reg': '0.0268', 'loss_triplet': '0.0001', 'loss': '0.0269'}
Train | Epoch: 2 | Time: 9.805328369140625 | Step: 190 / 285 | {'loss_reg': '0.0289', 'loss_triplet': '0.0001', 'loss': '0.0290'}
Train | Epoch: 2 | Time: 9.819930791854858 | Step: 200 / 285 | {'loss_reg': '0.0273', 'loss_triplet': '0.0002', 'loss': '0.0275'}
Train | Epoch: 2 | Time: 9.303344011306763 | Step: 210 / 285 | {'loss_reg': '0.0283', 'loss_triplet': '0.0001', 'loss': '0.0284'}
Train | Epoch: 2 | Time: 9.555450916290283 | Step: 220 / 285 | {'loss_reg': '0.0291', 'loss_triplet': '0.0002', 'loss': '0.0292'}
Train | Epoch: 2 | Time: 9.101683616638184 | Step: 230 / 285 | {'loss_reg': '0.0278', 'loss_triplet': '0.0002', 'loss': '0.0280'}
Train | Epoch: 2 | Time: 9.47722315788269 | Step: 240 / 285 | {'loss_reg': '0.0267', 'loss_triplet': '0.0002', 'loss': '0.0269'}
Train | Epoch: 2 | Time: 9.358838558197021 | Step: 250 / 285 | {'loss_reg': '0.0267', 'loss_triplet': '0.0002', 'loss': '0.0269'}
Train | Epoch: 2 | Time: 9.430207252502441 | Step: 260 / 285 | {'loss_reg': '0.0259', 'loss_triplet': '0.0001', 'loss': '0.0260'}
Train | Epoch: 2 | Time: 9.195035696029663 | Step: 270 / 285 | {'loss_reg': '0.0280', 'loss_triplet': '0.0002', 'loss': '0.0281'}
Train | Epoch: 2 | Time: 9.401660203933716 | Step: 280 / 285 | {'loss_reg': '0.0265', 'loss_triplet': '0.0001', 'loss': '0.0266'}
Val | Epoch: 2 | {'rmse': '13.663', 'pearson': '0.842', 'r2': '0.707', 'spearmanr': '0.838'}
Train | Epoch: 3 | Time: 0.8528680801391602 | Step: 0 / 285 | {'loss_reg': '0.0257', 'loss_triplet': '0.0001', 'loss': '0.0258'}
Train | Epoch: 3 | Time: 8.574125051498413 | Step: 10 / 285 | {'loss_reg': '0.0259', 'loss_triplet': '0.0001', 'loss': '0.0260'}
Train | Epoch: 3 | Time: 8.451814413070679 | Step: 20 / 285 | {'loss_reg': '0.0262', 'loss_triplet': '0.0001', 'loss': '0.0264'}
Train | Epoch: 3 | Time: 9.236356258392334 | Step: 30 / 285 | {'loss_reg': '0.0272', 'loss_triplet': '0.0001', 'loss': '0.0273'}
Train | Epoch: 3 | Time: 9.001432657241821 | Step: 40 / 285 | {'loss_reg': '0.0271', 'loss_triplet': '0.0001', 'loss': '0.0272'}
Train | Epoch: 3 | Time: 9.8434739112854 | Step: 50 / 285 | {'loss_reg': '0.0264', 'loss_triplet': '0.0001', 'loss': '0.0265'}
Train | Epoch: 3 | Time: 9.121415615081787 | Step: 60 / 285 | {'loss_reg': '0.0245', 'loss_triplet': '0.0001', 'loss': '0.0247'}
Train | Epoch: 3 | Time: 9.128361701965332 | Step: 70 / 285 | {'loss_reg': '0.0260', 'loss_triplet': '0.0001', 'loss': '0.0262'}
Train | Epoch: 3 | Time: 8.959835529327393 | Step: 80 / 285 | {'loss_reg': '0.0243', 'loss_triplet': '0.0002', 'loss': '0.0245'}
Train | Epoch: 3 | Time: 9.665050983428955 | Step: 90 / 285 | {'loss_reg': '0.0281', 'loss_triplet': '0.0001', 'loss': '0.0282'}
Train | Epoch: 3 | Time: 8.727790594100952 | Step: 100 / 285 | {'loss_reg': '0.0261', 'loss_triplet': '0.0001', 'loss': '0.0262'}
Train | Epoch: 3 | Time: 8.994355916976929 | Step: 110 / 285 | {'loss_reg': '0.0268', 'loss_triplet': '0.0001', 'loss': '0.0269'}
Train | Epoch: 3 | Time: 8.758898258209229 | Step: 120 / 285 | {'loss_reg': '0.0282', 'loss_triplet': '0.0001', 'loss': '0.0283'}
Train | Epoch: 3 | Time: 8.52414321899414 | Step: 130 / 285 | {'loss_reg': '0.0276', 'loss_triplet': '0.0001', 'loss': '0.0278'}
Train | Epoch: 3 | Time: 9.389897108078003 | Step: 140 / 285 | {'loss_reg': '0.0261', 'loss_triplet': '0.0001', 'loss': '0.0262'}
Train | Epoch: 3 | Time: 9.502397775650024 | Step: 150 / 285 | {'loss_reg': '0.0267', 'loss_triplet': '0.0002', 'loss': '0.0269'}
Train | Epoch: 3 | Time: 9.239962577819824 | Step: 160 / 285 | {'loss_reg': '0.0271', 'loss_triplet': '0.0001', 'loss': '0.0272'}
Train | Epoch: 3 | Time: 9.56714916229248 | Step: 170 / 285 | {'loss_reg': '0.0268', 'loss_triplet': '0.0001', 'loss': '0.0269'}
Train | Epoch: 3 | Time: 9.702443838119507 | Step: 180 / 285 | {'loss_reg': '0.0253', 'loss_triplet': '0.0001', 'loss': '0.0254'}
Train | Epoch: 3 | Time: 10.253556966781616 | Step: 190 / 285 | {'loss_reg': '0.0252', 'loss_triplet': '0.0001', 'loss': '0.0254'}
Train | Epoch: 3 | Time: 9.506022453308105 | Step: 200 / 285 | {'loss_reg': '0.0257', 'loss_triplet': '0.0002', 'loss': '0.0259'}
Train | Epoch: 3 | Time: 9.400134086608887 | Step: 210 / 285 | {'loss_reg': '0.0239', 'loss_triplet': '0.0002', 'loss': '0.0241'}
Train | Epoch: 3 | Time: 9.123516082763672 | Step: 220 / 285 | {'loss_reg': '0.0262', 'loss_triplet': '0.0001', 'loss': '0.0264'}
Train | Epoch: 3 | Time: 9.254461526870728 | Step: 230 / 285 | {'loss_reg': '0.0271', 'loss_triplet': '0.0001', 'loss': '0.0272'}
Train | Epoch: 3 | Time: 9.304649591445923 | Step: 240 / 285 | {'loss_reg': '0.0263', 'loss_triplet': '0.0002', 'loss': '0.0264'}
Train | Epoch: 3 | Time: 9.424630641937256 | Step: 250 / 285 | {'loss_reg': '0.0244', 'loss_triplet': '0.0002', 'loss': '0.0246'}
Train | Epoch: 3 | Time: 9.007122993469238 | Step: 260 / 285 | {'loss_reg': '0.0273', 'loss_triplet': '0.0001', 'loss': '0.0274'}
Train | Epoch: 3 | Time: 9.05698561668396 | Step: 270 / 285 | {'loss_reg': '0.0247', 'loss_triplet': '0.0002', 'loss': '0.0248'}
Train | Epoch: 3 | Time: 8.940129280090332 | Step: 280 / 285 | {'loss_reg': '0.0256', 'loss_triplet': '0.0002', 'loss': '0.0258'}
Val | Epoch: 3 | {'rmse': '13.402', 'pearson': '0.849', 'r2': '0.718', 'spearmanr': '0.844'}
Train | Epoch: 4 | Time: 0.8791358470916748 | Step: 0 / 285 | {'loss_reg': '0.0254', 'loss_triplet': '0.0001', 'loss': '0.0256'}
Train | Epoch: 4 | Time: 8.936696529388428 | Step: 10 / 285 | {'loss_reg': '0.0254', 'loss_triplet': '0.0002', 'loss': '0.0255'}
Train | Epoch: 4 | Time: 9.257109642028809 | Step: 20 / 285 | {'loss_reg': '0.0270', 'loss_triplet': '0.0001', 'loss': '0.0271'}
Train | Epoch: 4 | Time: 9.456966161727905 | Step: 30 / 285 | {'loss_reg': '0.0254', 'loss_triplet': '0.0001', 'loss': '0.0255'}
Train | Epoch: 4 | Time: 9.134894847869873 | Step: 40 / 285 | {'loss_reg': '0.0254', 'loss_triplet': '0.0001', 'loss': '0.0256'}
Train | Epoch: 4 | Time: 9.360342264175415 | Step: 50 / 285 | {'loss_reg': '0.0240', 'loss_triplet': '0.0001', 'loss': '0.0242'}
Train | Epoch: 4 | Time: 9.107837677001953 | Step: 60 / 285 | {'loss_reg': '0.0247', 'loss_triplet': '0.0002', 'loss': '0.0249'}
Train | Epoch: 4 | Time: 9.673025608062744 | Step: 70 / 285 | {'loss_reg': '0.0281', 'loss_triplet': '0.0002', 'loss': '0.0282'}
Train | Epoch: 4 | Time: 9.777105808258057 | Step: 80 / 285 | {'loss_reg': '0.0261', 'loss_triplet': '0.0001', 'loss': '0.0262'}
Train | Epoch: 4 | Time: 9.077703714370728 | Step: 90 / 285 | {'loss_reg': '0.0247', 'loss_triplet': '0.0001', 'loss': '0.0248'}
Train | Epoch: 4 | Time: 9.200823307037354 | Step: 100 / 285 | {'loss_reg': '0.0253', 'loss_triplet': '0.0002', 'loss': '0.0254'}
Train | Epoch: 4 | Time: 9.376981735229492 | Step: 110 / 285 | {'loss_reg': '0.0246', 'loss_triplet': '0.0001', 'loss': '0.0247'}
Train | Epoch: 4 | Time: 9.179601907730103 | Step: 120 / 285 | {'loss_reg': '0.0266', 'loss_triplet': '0.0001', 'loss': '0.0267'}
Train | Epoch: 4 | Time: 9.172126531600952 | Step: 130 / 285 | {'loss_reg': '0.0263', 'loss_triplet': '0.0001', 'loss': '0.0265'}
Train | Epoch: 4 | Time: 9.607112884521484 | Step: 140 / 285 | {'loss_reg': '0.0265', 'loss_triplet': '0.0002', 'loss': '0.0266'}
Train | Epoch: 4 | Time: 9.863045454025269 | Step: 150 / 285 | {'loss_reg': '0.0246', 'loss_triplet': '0.0001', 'loss': '0.0247'}
Train | Epoch: 4 | Time: 9.966187000274658 | Step: 160 / 285 | {'loss_reg': '0.0270', 'loss_triplet': '0.0001', 'loss': '0.0271'}
Train | Epoch: 4 | Time: 9.790595293045044 | Step: 170 / 285 | {'loss_reg': '0.0262', 'loss_triplet': '0.0001', 'loss': '0.0263'}
Train | Epoch: 4 | Time: 9.854098320007324 | Step: 180 / 285 | {'loss_reg': '0.0247', 'loss_triplet': '0.0001', 'loss': '0.0248'}
Train | Epoch: 4 | Time: 9.659884929656982 | Step: 190 / 285 | {'loss_reg': '0.0255', 'loss_triplet': '0.0001', 'loss': '0.0256'}
Train | Epoch: 4 | Time: 9.701704502105713 | Step: 200 / 285 | {'loss_reg': '0.0254', 'loss_triplet': '0.0002', 'loss': '0.0255'}
Train | Epoch: 4 | Time: 9.752106189727783 | Step: 210 / 285 | {'loss_reg': '0.0273', 'loss_triplet': '0.0001', 'loss': '0.0274'}
Train | Epoch: 4 | Time: 9.99881386756897 | Step: 220 / 285 | {'loss_reg': '0.0278', 'loss_triplet': '0.0001', 'loss': '0.0279'}
Train | Epoch: 4 | Time: 9.77651572227478 | Step: 230 / 285 | {'loss_reg': '0.0245', 'loss_triplet': '0.0001', 'loss': '0.0246'}
Train | Epoch: 4 | Time: 9.853308200836182 | Step: 240 / 285 | {'loss_reg': '0.0253', 'loss_triplet': '0.0001', 'loss': '0.0255'}
Train | Epoch: 4 | Time: 9.604257345199585 | Step: 250 / 285 | {'loss_reg': '0.0270', 'loss_triplet': '0.0001', 'loss': '0.0272'}
Train | Epoch: 4 | Time: 9.584852457046509 | Step: 260 / 285 | {'loss_reg': '0.0263', 'loss_triplet': '0.0002', 'loss': '0.0265'}
Train | Epoch: 4 | Time: 9.910537481307983 | Step: 270 / 285 | {'loss_reg': '0.0248', 'loss_triplet': '0.0002', 'loss': '0.0250'}
Train | Epoch: 4 | Time: 9.647844314575195 | Step: 280 / 285 | {'loss_reg': '0.0253', 'loss_triplet': '0.0001', 'loss': '0.0254'}
Val | Epoch: 4 | {'rmse': '13.191', 'pearson': '0.853', 'r2': '0.727', 'spearmanr': '0.847'}
Train | Epoch: 5 | Time: 0.9426112174987793 | Step: 0 / 285 | {'loss_reg': '0.0241', 'loss_triplet': '0.0001', 'loss': '0.0243'}
Train | Epoch: 5 | Time: 9.083891153335571 | Step: 10 / 285 | {'loss_reg': '0.0215', 'loss_triplet': '0.0001', 'loss': '0.0216'}
Train | Epoch: 5 | Time: 9.286017894744873 | Step: 20 / 285 | {'loss_reg': '0.0247', 'loss_triplet': '0.0001', 'loss': '0.0249'}
Train | Epoch: 5 | Time: 8.972537755966187 | Step: 30 / 285 | {'loss_reg': '0.0244', 'loss_triplet': '0.0001', 'loss': '0.0246'}
Train | Epoch: 5 | Time: 9.350582122802734 | Step: 40 / 285 | {'loss_reg': '0.0265', 'loss_triplet': '0.0001', 'loss': '0.0266'}
Train | Epoch: 5 | Time: 9.326961040496826 | Step: 50 / 285 | {'loss_reg': '0.0260', 'loss_triplet': '0.0001', 'loss': '0.0261'}
Train | Epoch: 5 | Time: 9.437382936477661 | Step: 60 / 285 | {'loss_reg': '0.0231', 'loss_triplet': '0.0001', 'loss': '0.0232'}
Train | Epoch: 5 | Time: 9.327431440353394 | Step: 70 / 285 | {'loss_reg': '0.0258', 'loss_triplet': '0.0001', 'loss': '0.0259'}
Train | Epoch: 5 | Time: 9.617858409881592 | Step: 80 / 285 | {'loss_reg': '0.0249', 'loss_triplet': '0.0001', 'loss': '0.0251'}
Train | Epoch: 5 | Time: 9.505407333374023 | Step: 90 / 285 | {'loss_reg': '0.0250', 'loss_triplet': '0.0001', 'loss': '0.0251'}
Train | Epoch: 5 | Time: 9.339199781417847 | Step: 100 / 285 | {'loss_reg': '0.0249', 'loss_triplet': '0.0001', 'loss': '0.0250'}
Train | Epoch: 5 | Time: 9.577447652816772 | Step: 110 / 285 | {'loss_reg': '0.0268', 'loss_triplet': '0.0001', 'loss': '0.0269'}
Train | Epoch: 5 | Time: 9.269950866699219 | Step: 120 / 285 | {'loss_reg': '0.0242', 'loss_triplet': '0.0001', 'loss': '0.0243'}
Train | Epoch: 5 | Time: 9.31505036354065 | Step: 130 / 285 | {'loss_reg': '0.0230', 'loss_triplet': '0.0001', 'loss': '0.0231'}
Train | Epoch: 5 | Time: 9.441178560256958 | Step: 140 / 285 | {'loss_reg': '0.0244', 'loss_triplet': '0.0001', 'loss': '0.0245'}
Train | Epoch: 5 | Time: 9.344196319580078 | Step: 150 / 285 | {'loss_reg': '0.0241', 'loss_triplet': '0.0001', 'loss': '0.0243'}
Train | Epoch: 5 | Time: 9.191935539245605 | Step: 160 / 285 | {'loss_reg': '0.0262', 'loss_triplet': '0.0001', 'loss': '0.0263'}
Train | Epoch: 5 | Time: 9.253108501434326 | Step: 170 / 285 | {'loss_reg': '0.0240', 'loss_triplet': '0.0001', 'loss': '0.0241'}
Train | Epoch: 5 | Time: 9.256239652633667 | Step: 180 / 285 | {'loss_reg': '0.0257', 'loss_triplet': '0.0002', 'loss': '0.0259'}
Train | Epoch: 5 | Time: 9.376020669937134 | Step: 190 / 285 | {'loss_reg': '0.0250', 'loss_triplet': '0.0001', 'loss': '0.0252'}
Train | Epoch: 5 | Time: 9.294525861740112 | Step: 200 / 285 | {'loss_reg': '0.0266', 'loss_triplet': '0.0001', 'loss': '0.0267'}
Train | Epoch: 5 | Time: 9.38331937789917 | Step: 210 / 285 | {'loss_reg': '0.0254', 'loss_triplet': '0.0001', 'loss': '0.0255'}
Train | Epoch: 5 | Time: 9.178711891174316 | Step: 220 / 285 | {'loss_reg': '0.0252', 'loss_triplet': '0.0002', 'loss': '0.0254'}
Train | Epoch: 5 | Time: 9.408466339111328 | Step: 230 / 285 | {'loss_reg': '0.0251', 'loss_triplet': '0.0001', 'loss': '0.0252'}
Train | Epoch: 5 | Time: 9.216596364974976 | Step: 240 / 285 | {'loss_reg': '0.0246', 'loss_triplet': '0.0001', 'loss': '0.0247'}
Train | Epoch: 5 | Time: 9.305839538574219 | Step: 250 / 285 | {'loss_reg': '0.0257', 'loss_triplet': '0.0002', 'loss': '0.0258'}
Train | Epoch: 5 | Time: 8.966497421264648 | Step: 260 / 285 | {'loss_reg': '0.0277', 'loss_triplet': '0.0001', 'loss': '0.0278'}
Train | Epoch: 5 | Time: 9.282245635986328 | Step: 270 / 285 | {'loss_reg': '0.0227', 'loss_triplet': '0.0002', 'loss': '0.0228'}
Train | Epoch: 5 | Time: 9.12403416633606 | Step: 280 / 285 | {'loss_reg': '0.0246', 'loss_triplet': '0.0001', 'loss': '0.0248'}
Val | Epoch: 5 | {'rmse': '13.063', 'pearson': '0.856', 'r2': '0.732', 'spearmanr': '0.850'}
Train | Epoch: 6 | Time: 0.8596069812774658 | Step: 0 / 285 | {'loss_reg': '0.0231', 'loss_triplet': '0.0001', 'loss': '0.0233'}
Train | Epoch: 6 | Time: 9.257166862487793 | Step: 10 / 285 | {'loss_reg': '0.0244', 'loss_triplet': '0.0001', 'loss': '0.0245'}
Train | Epoch: 6 | Time: 9.218378067016602 | Step: 20 / 285 | {'loss_reg': '0.0244', 'loss_triplet': '0.0002', 'loss': '0.0246'}
Train | Epoch: 6 | Time: 9.486114025115967 | Step: 30 / 285 | {'loss_reg': '0.0231', 'loss_triplet': '0.0001', 'loss': '0.0232'}
Train | Epoch: 6 | Time: 9.59559965133667 | Step: 40 / 285 | {'loss_reg': '0.0247', 'loss_triplet': '0.0001', 'loss': '0.0248'}
Train | Epoch: 6 | Time: 9.603825092315674 | Step: 50 / 285 | {'loss_reg': '0.0231', 'loss_triplet': '0.0001', 'loss': '0.0233'}
Train | Epoch: 6 | Time: 9.556872367858887 | Step: 60 / 285 | {'loss_reg': '0.0236', 'loss_triplet': '0.0001', 'loss': '0.0238'}
Train | Epoch: 6 | Time: 9.193011283874512 | Step: 70 / 285 | {'loss_reg': '0.0241', 'loss_triplet': '0.0001', 'loss': '0.0242'}
Train | Epoch: 6 | Time: 9.483689546585083 | Step: 80 / 285 | {'loss_reg': '0.0226', 'loss_triplet': '0.0001', 'loss': '0.0227'}
Train | Epoch: 6 | Time: 9.133769512176514 | Step: 90 / 285 | {'loss_reg': '0.0246', 'loss_triplet': '0.0001', 'loss': '0.0247'}
Train | Epoch: 6 | Time: 9.638290405273438 | Step: 100 / 285 | {'loss_reg': '0.0231', 'loss_triplet': '0.0001', 'loss': '0.0233'}
Train | Epoch: 6 | Time: 9.152736186981201 | Step: 110 / 285 | {'loss_reg': '0.0248', 'loss_triplet': '0.0001', 'loss': '0.0249'}
Train | Epoch: 6 | Time: 9.477887153625488 | Step: 120 / 285 | {'loss_reg': '0.0237', 'loss_triplet': '0.0001', 'loss': '0.0238'}
Train | Epoch: 6 | Time: 9.22909140586853 | Step: 130 / 285 | {'loss_reg': '0.0232', 'loss_triplet': '0.0001', 'loss': '0.0233'}
Train | Epoch: 6 | Time: 9.3470299243927 | Step: 140 / 285 | {'loss_reg': '0.0241', 'loss_triplet': '0.0001', 'loss': '0.0243'}
Train | Epoch: 6 | Time: 9.031185388565063 | Step: 150 / 285 | {'loss_reg': '0.0232', 'loss_triplet': '0.0001', 'loss': '0.0233'}
Train | Epoch: 6 | Time: 9.274898529052734 | Step: 160 / 285 | {'loss_reg': '0.0244', 'loss_triplet': '0.0001', 'loss': '0.0245'}
Train | Epoch: 6 | Time: 9.357920408248901 | Step: 170 / 285 | {'loss_reg': '0.0246', 'loss_triplet': '0.0001', 'loss': '0.0247'}
Train | Epoch: 6 | Time: 8.976505994796753 | Step: 180 / 285 | {'loss_reg': '0.0226', 'loss_triplet': '0.0001', 'loss': '0.0227'}
Train | Epoch: 6 | Time: 9.207935094833374 | Step: 190 / 285 | {'loss_reg': '0.0229', 'loss_triplet': '0.0001', 'loss': '0.0230'}
Train | Epoch: 6 | Time: 8.928913116455078 | Step: 200 / 285 | {'loss_reg': '0.0224', 'loss_triplet': '0.0001', 'loss': '0.0226'}
Train | Epoch: 6 | Time: 9.149104356765747 | Step: 210 / 285 | {'loss_reg': '0.0251', 'loss_triplet': '0.0001', 'loss': '0.0253'}
Train | Epoch: 6 | Time: 9.021379232406616 | Step: 220 / 285 | {'loss_reg': '0.0246', 'loss_triplet': '0.0001', 'loss': '0.0248'}
Train | Epoch: 6 | Time: 9.151774883270264 | Step: 230 / 285 | {'loss_reg': '0.0237', 'loss_triplet': '0.0001', 'loss': '0.0238'}
Train | Epoch: 6 | Time: 8.961761236190796 | Step: 240 / 285 | {'loss_reg': '0.0237', 'loss_triplet': '0.0001', 'loss': '0.0238'}
Train | Epoch: 6 | Time: 9.1361563205719 | Step: 250 / 285 | {'loss_reg': '0.0235', 'loss_triplet': '0.0001', 'loss': '0.0236'}
Train | Epoch: 6 | Time: 9.084714651107788 | Step: 260 / 285 | {'loss_reg': '0.0228', 'loss_triplet': '0.0001', 'loss': '0.0229'}
Train | Epoch: 6 | Time: 9.033756494522095 | Step: 270 / 285 | {'loss_reg': '0.0232', 'loss_triplet': '0.0001', 'loss': '0.0233'}
Train | Epoch: 6 | Time: 9.57149052619934 | Step: 280 / 285 | {'loss_reg': '0.0246', 'loss_triplet': '0.0001', 'loss': '0.0247'}
